Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
WHBL73074_Hubei_noda-like_virus_24,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WHBL73106_Hubei_unio_douglasiae_virus_3,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WHCC113193_Hubei_noda-like_virus_7,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WHLC5312_Hubei_noda-like_virus_8_RdRp,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WHLC5367_Hubei_noda-like_virus_9_RdRp,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WHYY37237_Wuhan_house_centipede_virus_6_RdRp,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WLJQ102234_Wenling_noda-like_virus_1,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WLJQ103411_Wenling_noda-like_virus_2,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WLJQ104201_Wenling_noda-like_virus_3,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WLJQ84133_Wenling_noda-like_virus_4,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WZFSL73727_Wenzhou_noda-like_virus_5,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WZFSL75166_Wenzhou_noda-like_virus_4,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WZFSL84567_Wenzhou_noda-like_virus_1,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WZFSL85309_Wenzhou_noda-like_virus_6,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WZRBX38997_Wenzhou_noda-like_virus_7,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
WZSLuoI54252_Wenzhou_noda-like_virus_2,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
YYSZX13070_Beihai_noda-like_virus_18,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
ZCM21011_Hubei_orthoptera_virus_4_RdRp,Nodaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Nodaviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Nodaviridae|||
others_AJR19138_Lake_Sinai_virus,Sinhaliviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Magsaviricetes,Nodamuvirales,,Sinhaliviridae,,Sinaivirus,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Magsaviricetes|Nodamuvirales||Sinhaliviridae||Sinaivirus|
beimix29339_Wenzhou_tombus-like_virus_18,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
beimix73523_Wenzhou_tombus-like_virus_8,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHBJDX18752_Beihai_tombus-like_virus_15,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHHK128439_Beihai_tombus-like_virus_11,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHNXC41455_Beihai_tombus-like_virus_2,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHTH16144_Beihai_tombus-like_virus_19,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHTSS17936_Beihai_tombus-like_virus_12,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHWZXX15284_Beihai_tombus-like_virus_16,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHWZXX15351_Beihai_tombus-like_virus_6,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHWZXX15571_Beihai_tombus-like_virus_7,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZC33014_Beihai_tombus-like_virus_17,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZC37000_Beihai_tombus-like_virus_14,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZC37436_Beihai_tombus-like_virus_13,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZY54477_Beihai_tombus-like_virus_3,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZY58393_Beihai_tombus-like_virus_9,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZY59908_Beihai_tombus-like_virus_10,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZY60516_Beihai_tombus-like_virus_8,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
BHZY60611_Beihai_tombus-like_virus_18,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX21588_Changjiang_tombus-like_virus_18,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX25258_Changjiang_tombus-like_virus_16,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX26767_Changjiang_tombus-like_virus_13,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX27860_Changjiang_tombus-like_virus_12,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX29643_Changjiang_crawfish_virus_7,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30074_Changjiang_tombus-like_virus_22,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30318_Changjiang_tombus-like_virus_14,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30583_Changjiang_tombus-like_virus_15,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30677_Changjiang_tombus-like_virus_11,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30686_Changjiang_tombus-like_virus_17,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30731_Changjiang_tombus-like_virus_20,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX57318_Changjiang_tombus-like_virus_19,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX8746_Changjiang_tombus-like_virus_21,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
fly55787_Hubei_tombus-like_virus_42,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
GCM76561_Hubei_tombus-like_virus_24,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
HOU131178_Beihai_tombus-like_virus_5,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
HOU157708_Beihai_horseshoe_crab_virus_1_RdRp,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
insectZJ94961_Shangao_tombus-like_virus_1,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
JMYJCC11049_Jingmen_tombus-like_virus_2,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
JMYJCC68055_Jingmen_tombus-like_virus_1,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
mosHB232766_Hubei_mosquito_virus_4,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
mosZJ33874_Wenzhou_tombus-like_virus_11,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
others_AKH40306_Dansoman_virus,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
others_ALV85423_Diaphorina_citri_associated_C_virus,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
others_AMO03229_Corseley_virus,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
others_YP_001911137_Chronic_bee_paralysis_virus,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
others_YP_009011225_Anopheline-associated_C_virus,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QCM118690_Hubei_tombus-like_virus_40,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QKE44128.1_Forsythia_suspensa_tombusvirus_Forsythia_suspensa_474,Tombusviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QKN22688.1_Erysiphe_necator_associated_tombus-like_virus_6_516,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QTM25968_Hubei_odonate_virus_12,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QTM26784_Hubei_tombus-like_virus_22,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QTM26798_Hubei_tombus-like_virus_17,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QTM27120_Hubei_tombus-like_virus_26,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QTM27278_Hubei_tombus-like_virus_18,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
QUP79246.1_Colletotrichum_higginsianum_ssRNA_virus_1_Colletotrichum_higginsianum_498,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SCM95219_Hubei_diptera_virus_15,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SHWC0209c16708_Shahe_isopoda_virus_5,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider112003_Wuhan_spider_virus_9,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider118341_Hubei_tombus-like_virus_14,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider121926_Hubei_tombus-like_virus_21,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider124630_Hubei_tombus-like_virus_29,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider131362_Hubei_tombus-like_virus_20,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider132818_Hubei_tombus-like_virus_30,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider134060_Wuhan_spider_virus_8,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
spider58816_Hubei_tombus-like_virus_16,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SSZZ1762_Hubei_tombus-like_virus_28_RdRp,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SSZZ3453_Hubei_tombus-like_virus_27,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXSSP12445_Sanxia_tombus-like_virus_5,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXSSP1894_Sanxia_water_strider_virus_15,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXSSP2544_Sanxia_tombus-like_virus_8,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXSSP2565_Sanxia_water_strider_virus_14,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXSSP2567_Sanxia_tombus-like_virus_7,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
