Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
fly115936_Mono-Chu_Shayang_Fly_Virus_3_KM817636,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,Alphadrosrhavirus,Alphadrosrhavirus shayang,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae||Alphadrosrhavirus|Alphadrosrhavirus shayang
fly116579_Mono-Chu_Wuhan_House_Fly_Virus_2_KM817649,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,Alphadrosrhavirus,Alphadrosrhavirus hubei,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae||Alphadrosrhavirus|Alphadrosrhavirus hubei
BHTH16013_Mono-Chu_Beihai_barnacle_virus_7,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
CC61396_Mono-Chu_Shuangao_Bedbug_Virus_2_KM817637,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
fly59540_Mono-Chu_Jingshan_Fly_Virus_2_KM817631,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
fly82621_Mono-Chu_Wuhan_Fly_Virus_3_KM817647,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
insectZJ98112_Mono-Chu_Shuangao_Insect_Virus_6_KM817639,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
mosHB236541_Mono-Chu_Wuhan_Mosquito_Virus_9_KM817659,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
QTM25107_Mono-Chu_Hubei_rhabdo-like_virus_1,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
SXSSP2583_Mono-Chu_Sanxia_Water_Strider_Virus_5_KM817634,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
SYJFC48550_Mono-Chu_Shayang_ascaridia_galli_virus_2,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
tick109082_Mono-Chu_Tacheng_Tick_Virus_7_KM817642,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WHCC118217_Mono-Chu_Wuhan_Ant_Virus_KM817645,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WHSWHC60518_Mono-Chu_Hubei_rhabdo-like_virus_2,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WHZHC73015_Mono-Chu_Hubei_rhabdo-like_virus_9,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WLJQ101844_Mono-Chu_Wenling_crustacean_virus_10,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WLJQ201798_Mono-Chu_Wenling_crustacean_virus_11,Rhabdoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
YP_010229220.1_Almendravirus_balsa_2042,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Almendravirus,Almendravirus balsa,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Almendravirus|Almendravirus balsa
LCM101902_Mono-Chu_Hubei_lepidoptera_virus_2,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Alphapaprhavirus,Alphapaprhavirus hubei,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Alphapaprhavirus|Alphapaprhavirus hubei
tick108993_Mono-Chu_Bole_Tick_Virus_2_KM817629,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Alpharicinrhavirus,Alpharicinrhavirus bole,Bole tick virus 2,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Alpharicinrhavirus|Alpharicinrhavirus bole
tick109187_Mono-Chu_Wuhan_Tick_Virus_1_KM817660,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Alpharicinrhavirus,Alpharicinrhavirus wuhan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Alpharicinrhavirus|Alpharicinrhavirus wuhan
QCF24331.1_Frog_lyssa-like_virus_1_Dryophytes_cinereus_2147,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Amplylivirus,Amplylivirus cinereus,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Amplylivirus|Amplylivirus cinereus
NP_065409_Bovine_ephemeral_fever_virus,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ephemerovirus,Ephemerovirus febris,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ephemerovirus|Ephemerovirus febris
YP_006200965_Obodhiang_virus,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ephemerovirus,Ephemerovirus obodhiang,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ephemerovirus|Ephemerovirus obodhiang
YP_006202628_Kotonkan_virus,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ephemerovirus,Ephemerovirus kotonkan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ephemerovirus|Ephemerovirus kotonkan
YP_002333280_Wongabel_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Hapavirus,Hapavirus wongabel,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Hapavirus|Hapavirus wongabel
YP_003518294_Ngaingan_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Hapavirus,Hapavirus ngaingan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Hapavirus|Hapavirus ngaingan
AHB08865_Kolente_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,Ledantevirus kolente,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ledantevirus|Ledantevirus kolente
BAN29060_Nishimuro_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,Ledantevirus nishimuro,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ledantevirus|Ledantevirus nishimuro
CC65127_Mono-Chu_Wuhan_Louse_Fly_Virus_5_KM817654,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,Ledantevirus wuhan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ledantevirus|Ledantevirus wuhan
tick107864_Mono-Chu_Yongjia_Tick_Virus_2_KM817662,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,Ledantevirus yongjia,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Ledantevirus|Ledantevirus yongjia
YP_007641391_Lagos_bat_virus,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus lagos,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus lagos
NP_056797.1_Rabies_lyssavirus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus rabies,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus rabies
NP_056797_Rabies_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus rabies,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus rabies
NP_478343_Australian_bat_lyssavirus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus australis,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus australis
YP_001285392_European_bat_lyssavirus_1,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus hamburg,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus hamburg
YP_001285397.1_European_bat_2_lyssavirus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus helsinki,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus helsinki
YP_007641401.1_Irkut_lyssavirus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus irkut,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus irkut
YP_007641406.1_Duvenhage_lyssavirus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus duvenhage,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus duvenhage
YP_142354.1_Mokola_lyssavirus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,Lyssavirus mokola,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Lyssavirus|Lyssavirus mokola
YP_009094323_Culex_tritaeniorhynchus_rhabdovirus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,Merhavirus tritaeniorhynchus,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Merhavirus|Merhavirus tritaeniorhynchus
ACZ81407_Moussa_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Mousrhavirus,Mousrhavirus moussa,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Mousrhavirus|Mousrhavirus moussa
YP_008686607_Eel_virus_European_X,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Perhabdovirus,Perhabdovirus anguilla,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Perhabdovirus|Perhabdovirus anguilla
AHL66985_Long_Island_tick_rhabdovirus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sawgrhavirus,Sawgrhavirus longisland,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sawgrhavirus|Sawgrhavirus longisland
AMK09246_Drosophila_immigrans_sigmavirus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus immigrans,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus immigrans
CC22735_Mono-Chu_Wuhan_Louse_Fly_Virus_8_KM817655,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|
CC63457_Mono-Chu_Wuhan_Louse_Fly_Virus_9_KM817656,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus hippoboscid,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus hippoboscid
CC64619_Mono-Chu_Wuhan_Louse_Fly_Virus_10_KM817657,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus lousefly,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus lousefly
fly100821_Mono-Chu_Wuhan_House_Fly_Virus_1_KM817648,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus wuhan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus wuhan
fly34462_Mono-Chu_Shayang_Fly_Virus_2_KM817635,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus shayang,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus shayang
fly96780_Mono-Chu_Wuhan_Fly_Virus_2_KM817646,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus domestica,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus domestica
QMU95563.1_Bactrocera_dorsalis_sigmavirus_Bactrocera_dorsalis_2120,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|
SCM172232_Mono-Chu_Hubei_diptera_virus_9,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus hubei,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus hubei
SCM43656_Mono-Chu_Hubei_diptera_virus_10,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus myga,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus myga
SCM45623_Mono-Chu_Drosophila_immigrans_sigmavirus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus immigrans,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus immigrans
SCM51525_Mono-Chu_Hubei_dimarhabdovirus_virus_1,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus ying,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus ying
YP_003126913_Drosophila_melanogaster_sigmavirus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus melanogaster,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus melanogaster
YP_008686601_Drosophila_obscura_sigmavirus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,Sigmavirus obscura,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sigmavirus|Sigmavirus obscura
YP_802942_Siniperca_chuatsi_rhabdovirus,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Siniperhavirus,Siniperhavirus chuatsi,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Siniperhavirus|Siniperhavirus chuatsi
UAU42858.1_Sandjimba_virus_2072,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sunrhavirus,Sunrhavirus sandjimba,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Sunrhavirus|Sunrhavirus sandjimba
