Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
YP_007641376_Tibrogargan_virus,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tibrovirus,Tibrovirus tibrogargan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tibrovirus|Tibrovirus tibrogargan
YP_009505511.1_Ekpoma_virus_1,Rhabdoviridae_Alpharhabdovirinae,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tibrovirus,Tibrovirus alphaekpoma,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tibrovirus|Tibrovirus alphaekpoma
YP_009505519.1_Ekpoma_virus_2,Rhabdoviridae_Alpharhabdovirinae,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tibrovirus,Tibrovirus betaekpoma,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tibrovirus|Tibrovirus betaekpoma
YP_009664719.1_Bas-Congo_tibrovirus,Rhabdoviridae_Alpharhabdovirinae,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tibrovirus,Tibrovirus congo,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tibrovirus|Tibrovirus congo
ADB88761_Durham_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tupavirus,Tupavirus durham,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tupavirus|Tupavirus durham
WAD86935.1_Tupavirus_sp._Dasymys_incomtus_2136,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tupavirus,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tupavirus|
YP_238534_Tupaia_virus,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Tupavirus,Tupavirus tupaia,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Tupavirus|Tupavirus tupaia
UBB42398.1_Longquan_Rhinolophus_sinicus_vesiculovirus_1_Rhinolophus_sinicus_2104,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|
UOX72934.1_Wufeng_Myotis_altarium_vesiculovirus_1_Myotis_altarium_2098,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus wufeng,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus wufeng
NP_041716_Vesicular_stomatitis_Indiana_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus indiana,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus indiana
YP_007641381.1_Chandipura_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus chandipura,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus chandipura
YP_007641386_Isfahan_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus isfahan,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus isfahan
YP_009047085.1_Vesicular_stomatitis_New_Jersey_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus alagoas,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus alagoas
YP_009091830.1_Maraba_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus maraba,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus maraba
YP_009094101.1_Vesicular_stomatitis_Alagoas_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus indiana,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus indiana
YP_009177651.1_Cocal_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus cocal,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus cocal
YP_009505536.1_Piry_virus,Rhabdoviridae_Alpharhabdovirinae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Vesiculovirus,Vesiculovirus piry,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Alpharhabdovirinae|Vesiculovirus|Vesiculovirus piry
QTM26149_Mono-Chu_Hubei_dimarhabdovirus_virus_3,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
QTM26629_Mono-Chu_Hubei_dimarhabdovirus_virus_2,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
SCM46012_Mono-Chu_Hubei_dimarhabdovirus_virus_4,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
tick109024_Mono-Chu_Tacheng_Tick_Virus_3_KM817640,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
tick109145_Mono-Chu_Taishun_Tick_Virus_KM817643,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
tick109152_Mono-Chu_Huangpi_Tick_Virus_3_KM817630,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
UYL94385.1_Hattula_rhabdovirus_Ochlerotatus_communis_2119,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WHCCII13332_Mono-Chu_Wuhan_Insect_virus_7_KM817653,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
WHSFII14871_Mono-Chu_Wuhan_pillworm_virus_2,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
XSNXC32924_Mono-Chu_Xingshan_nematode_virus_4,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
XZSJSC65538_Mono-Chu_Xinzhou_dimarhabdovirus_virus_1,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
XZSJSC65771_Mono-Chu_Xinzhou_nematode_virus_4,Rhabdoviridae_Alpharhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
CC64168_Mono-Chu_Wuhan_Louse_Fly_Virus_11_KM817658,Rhabdoviridae_Alpharhabdovirinae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
NP_620502_Rice_yellow_stunt_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Alphanucleorhabdovirus,Alphanucleorhabdovirus oryzae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Alphanucleorhabdovirus|Alphanucleorhabdovirus oryzae
YP_004927971_Potato_yellow_dwarf_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Alphanucleorhabdovirus,Alphanucleorhabdovirus tuberosum,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Alphanucleorhabdovirus|Alphanucleorhabdovirus tuberosum
YP_052855_Maize_mosaic_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Alphanucleorhabdovirus,Alphanucleorhabdovirus maydis,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Alphanucleorhabdovirus|Alphanucleorhabdovirus maydis
NP_042286_Sonchus_yellow_net_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Betanucleorhabdovirus,Betanucleorhabdovirus retesonchi,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Betanucleorhabdovirus|Betanucleorhabdovirus retesonchi
QJZ27984.1_Cardamom_vein_clearing_nucleorhabdovirus_1_Elettaria_cardamomum_2095,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Betanucleorhabdovirus,Betanucleorhabdovirus cardamomi,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Betanucleorhabdovirus|Betanucleorhabdovirus cardamomi
YP_009825050.1_Bird_s-foot_trefoil_nucleorhabdovirus_2104,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Betanucleorhabdovirus,Betanucleorhabdovirus loti,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Betanucleorhabdovirus|Betanucleorhabdovirus loti
NP_597914_Northern_cereal_mosaic_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus gramineae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus gramineae
UYE93361.1_Tomato_betanucleorhabdovirus_2_Solanum_villosum_2105,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus lycopersici,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus lycopersici
YP_006576506_Persimmon_virus_A,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus persimmon,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus persimmon
WHCCII12826_Mono-Chu_Wuhan_Insect_virus_4_KM817650,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus alphawuhaninsectum,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus alphawuhaninsectum
WHCCII13264_Mono-Chu_Wuhan_Insect_virus_5_KM817651,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus betawuhaninsectum,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus betawuhaninsectum
WHCCII13270_Mono-Chu_Wuhan_Insect_virus_6_KM817652,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus gammawuhaninsectum,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus gammawuhaninsectum
YP_010086794.1_Cabbage_cytorhabdovirus_1_2071,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus brassicicolae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus brassicicolae
YP_010087157.1_Cytorhabdovirus_caricae_2113,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus caricae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus caricae
YP_010087631.1_Cytorhabdovirus_fragariae_2086,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus fragariae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus fragariae
YP_425092_Lettuce_necrotic_yellows_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Cytorhabdovirus,Cytorhabdovirus lactucanecante,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Cytorhabdovirus|Cytorhabdovirus lactucanecante
YP_001294929_Orchid_fleck_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Dichorhavirus,Dichorhavirus orchidaceae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Dichorhavirus|Dichorhavirus orchidaceae
YP_052849_Maize_fine_streak_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Gammanucleorhabdovirus,Gammanucleorhabdovirus maydis,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Gammanucleorhabdovirus|Gammanucleorhabdovirus maydis
UQZ09616.1_morning_glory_varicosavirus_Ipomoea_purpurea_1968,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Varicosavirus,Varicosavirus ipomoeae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Varicosavirus|Varicosavirus ipomoeae
YP_002308576_Lettuce_big-vein_associated_virus,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Varicosavirus,Varicosavirus lactucae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Betarhabdovirinae|Varicosavirus|Varicosavirus lactucae
AUD57853.1_Red_clover_varicosavirus_Trifolium_pratense_2018,Rhabdoviridae_Betarhabdovirinae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Betarhabdovirinae,Varicosavirus,Varicosavirus trifolii,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|||
NP_042681_Infectious_hematopoietic_necrosis_virus,Rhabdoviridae_Gammarhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Gammarhabdovirinae,Novirhabdovirus,Novirhabdovirus salmonid,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Gammarhabdovirinae|Novirhabdovirus|Novirhabdovirus salmonid
NP_049550_Viral_hemorrhagic_septicemia_virus,Rhabdoviridae_Gammarhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Gammarhabdovirinae,Novirhabdovirus,Novirhabdovirus piscine,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Gammarhabdovirinae|Novirhabdovirus|Novirhabdovirus piscine
NP_050585_Snakehead_virus,Rhabdoviridae_Gammarhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Gammarhabdovirinae,Novirhabdovirus,Novirhabdovirus snakehead,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Gammarhabdovirinae|Novirhabdovirus|Novirhabdovirus snakehead
NP_919035_Hirame_rhabdovirus,Rhabdoviridae_Gammarhabdovirinae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Rhabdoviridae,Gammarhabdovirinae,Novirhabdovirus,Novirhabdovirus hirame,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Rhabdoviridae|Gammarhabdovirinae|Novirhabdovirus|Novirhabdovirus hirame
insectZJ96598_Mono-Chu_Shuangao_Fly_Virus_2_KM817638,Xinmoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Xinmoviridae,,Anphevirus,Shuangao anphevirus,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Xinmoviridae||Anphevirus|Shuangao anphevirus
mosHB236539_Mono-Chu_Xincheng_Mosquito_Virus_KM817661,Xinmoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Xinmoviridae,,Anphevirus,Anphevirus xinchengense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Xinmoviridae||Anphevirus|Anphevirus xinchengense
YP_009388622.1_Culex_mononega-like_virus_2_2079,Xinmoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Xinmoviridae,,Doupovirus,Doupovirus australiaense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Xinmoviridae||Doupovirus|Doupovirus australiaense
